radius	csound	density	pressure	Gamma_1	temperature
9.9873370E-001	1.1486883E+006	1.7016028E-006	1.8774261E+006	1.1959133E+000	1.3895791E+004
9.9872130E-001	1.1511617E+006	1.7310694E-006	1.9178242E+006	1.1961300E+000	1.3934238E+004
9.9870900E-001	1.1536282E+006	1.7611061E-006	1.9591002E+006	1.1963565E+000	1.3972753E+004
9.9869660E-001	1.1560866E+006	1.7917280E-006	2.0012735E+006	1.1965928E+000	1.4011341E+004
9.9868410E-001	1.1585525E+006	1.8228847E-006	2.0443642E+006	1.1968297E+000	1.4050002E+004
9.9867160E-001	1.1610296E+006	1.8545694E-006	2.0883911E+006	1.1970652E+000	1.4088738E+004
9.9865900E-001	1.1635180E+006	1.8867936E-006	2.1333760E+006	1.1973007E+000	1.4127550E+004
9.9864640E-001	1.1660164E+006	1.9195682E-006	2.1793371E+006	1.1975356E+000	1.4166439E+004
9.9863370E-001	1.1685256E+006	1.9529047E-006	2.2262977E+006	1.1977723E+000	1.4205406E+004
9.9862090E-001	1.1710442E+006	1.9868161E-006	2.2742786E+006	1.1980104E+000	1.4244452E+004
9.9860810E-001	1.1735715E+006	2.0213164E-006	2.3233010E+006	1.1982512E+000	1.4283578E+004
9.9859530E-001	1.1761067E+006	2.0564187E-006	2.3733883E+006	1.1984950E+000	1.4322786E+004
9.9858240E-001	1.1786487E+006	2.0921397E-006	2.4245630E+006	1.1987426E+000	1.4362078E+004
9.9856940E-001	1.1811957E+006	2.1284958E-006	2.4768481E+006	1.1989944E+000	1.4401455E+004
9.9855640E-001	1.1837459E+006	2.1655052E-006	2.5302675E+006	1.1992502E+000	1.4440919E+004
9.9854340E-001	1.1862978E+006	2.2031870E-006	2.5848442E+006	1.1995115E+000	1.4480472E+004
9.9853020E-001	1.1888488E+006	2.2415626E-006	2.6406053E+006	1.1997772E+000	1.4520117E+004
9.9851710E-001	1.1913985E+006	2.2806430E-006	2.6975733E+006	1.2000468E+000	1.4559855E+004
9.9850380E-001	1.1939431E+006	2.3204534E-006	2.7557746E+006	1.2003183E+000	1.4599687E+004
9.9849060E-001	1.1964802E+006	2.3610239E-006	2.8152360E+006	1.2005951E+000	1.4639617E+004
9.9847720E-001	1.1990122E+006	2.4023547E-006	2.8759853E+006	1.2008746E+000	1.4679646E+004
9.9846380E-001	1.2015558E+006	2.4443847E-006	2.9380487E+006	1.2011533E+000	1.4719776E+004
9.9845040E-001	1.2041113E+006	2.4871244E-006	3.0014546E+006	1.2014315E+000	1.4760007E+004
9.9843690E-001	1.2066785E+006	2.5305875E-006	3.0662322E+006	1.2017094E+000	1.4800341E+004
9.9842330E-001	1.2092568E+006	2.5747891E-006	3.1324109E+006	1.2019877E+000	1.4840779E+004
9.9840970E-001	1.2118454E+006	2.6197454E-006	3.2000205E+006	1.2022666E+000	1.4881322E+004
9.9839610E-001	1.2144445E+006	2.6654733E-006	3.2690921E+006	1.2025484E+000	1.4921972E+004
9.9838230E-001	1.2170526E+006	2.7119912E-006	3.3396552E+006	1.2028331E+000	1.4962730E+004
9.9836860E-001	1.2196691E+006	2.7593186E-006	3.4117431E+006	1.2031217E+000	1.5003598E+004
9.9835470E-001	1.2222940E+006	2.8074648E-006	3.4853883E+006	1.2034124E+000	1.5044577E+004
9.9834090E-001	1.2249273E+006	2.8564428E-006	3.5606211E+006	1.2037060E+000	1.5085668E+004
9.9832690E-001	1.2275668E+006	2.9062815E-006	3.6374799E+006	1.2040023E+000	1.5126874E+004
9.9831290E-001	1.2302101E+006	2.9570083E-006	3.7159955E+006	1.2043034E+000	1.5168196E+004
9.9829890E-001	1.2328543E+006	3.0086548E-006	3.7962045E+006	1.2046094E+000	1.5209635E+004
9.9828470E-001	1.2354965E+006	3.0612550E-006	3.8781427E+006	1.2049215E+000	1.5251193E+004
9.9827060E-001	1.2381320E+006	3.1148474E-006	3.9618462E+006	1.2052386E+000	1.5292871E+004
9.9825640E-001	1.2407572E+006	3.1694721E-006	4.0473533E+006	1.2055616E+000	1.5334673E+004
9.9824210E-001	1.2433845E+006	3.2250702E-006	4.1347007E+006	1.2058853E+000	1.5376599E+004
9.9822770E-001	1.2460250E+006	3.2816008E-006	4.2239299E+006	1.2062091E+000	1.5418651E+004
9.9821340E-001	1.2486770E+006	3.3390819E-006	4.3150781E+006	1.2065314E+000	1.5460830E+004
9.9819890E-001	1.2513406E+006	3.3975328E-006	4.4081876E+006	1.2068537E+000	1.5503138E+004
9.9818440E-001	1.2540174E+006	3.4569561E-006	4.5032998E+006	1.2071747E+000	1.5545577E+004
9.9816990E-001	1.2567073E+006	3.5173627E-006	4.6004566E+006	1.2074926E+000	1.5588148E+004
9.9815520E-001	1.2594103E+006	3.5787763E-006	4.6997015E+006	1.2078103E+000	1.5630851E+004
9.9814060E-001	1.2621247E+006	3.6412236E-006	4.8010811E+006	1.2081277E+000	1.5673689E+004
9.9812580E-001	1.2648499E+006	3.7047307E-006	4.9046353E+006	1.2084478E+000	1.5716662E+004
9.9811100E-001	1.2675841E+006	3.7693292E-006	5.0104145E+006	1.2087709E+000	1.5759773E+004
9.9809620E-001	1.2703253E+006	3.8350532E-006	5.1184643E+006	1.2090982E+000	1.5803023E+004
9.9808130E-001	1.2730712E+006	3.9019369E-006	5.2288319E+006	1.2094306E+000	1.5846413E+004
9.9806630E-001	1.2758189E+006	3.9700194E-006	5.3415656E+006	1.2097681E+000	1.5889944E+004
9.9805130E-001	1.2785659E+006	4.0393464E-006	5.4567176E+006	1.2101128E+000	1.5933620E+004
9.9803620E-001	1.2813068E+006	4.1099646E-006	5.5743362E+006	1.2104620E+000	1.5977441E+004
9.9802110E-001	1.2840395E+006	4.1819200E-006	5.6944750E+006	1.2108178E+000	1.6021409E+004
9.9800590E-001	1.2867650E+006	4.2552140E-006	5.8171850E+006	1.2111753E+000	1.6065527E+004
9.9799060E-001	1.2895055E+006	4.3297192E-006	5.9425224E+006	1.2115331E+000	1.6109795E+004
9.9797530E-001	1.2922641E+006	4.4054365E-006	6.0705420E+006	1.2118922E+000	1.6154214E+004
9.9796000E-001	1.2950400E+006	4.4823892E-006	6.2012991E+006	1.2122529E+000	1.6198787E+004
9.9794450E-001	1.2978318E+006	4.5606042E-006	6.3348525E+006	1.2126143E+000	1.6243513E+004
9.9792910E-001	1.3006400E+006	4.6401108E-006	6.4712622E+006	1.2129798E+000	1.6288396E+004
9.9791350E-001	1.3034625E+006	4.7209362E-006	6.6105836E+006	1.2133482E+000	1.6333436E+004
9.9789790E-001	1.3062987E+006	4.8031159E-006	6.7528840E+006	1.2137208E+000	1.6378634E+004
9.9788220E-001	1.3091465E+006	4.8866828E-006	6.8982199E+006	1.2140976E+000	1.6423993E+004
9.9786650E-001	1.3120036E+006	4.9716787E-006	7.0466608E+006	1.2144783E+000	1.6469513E+004
9.9785070E-001	1.3148683E+006	5.0581373E-006	7.1982627E+006	1.2148633E+000	1.6515198E+004
9.9783490E-001	1.3177405E+006	5.1460730E-006	7.3530982E+006	1.2152492E+000	1.6561048E+004
9.9781900E-001	1.3206178E+006	5.2355263E-006	7.5112343E+006	1.2156354E+000	1.6607066E+004
9.9780300E-001	1.3234976E+006	5.3265461E-006	7.6727383E+006	1.2160226E+000	1.6653252E+004
9.9778700E-001	1.3263755E+006	5.4191926E-006	7.8376788E+006	1.2164103E+000	1.6699610E+004
9.9777090E-001	1.3292488E+006	5.5135317E-006	8.0061336E+006	1.2168010E+000	1.6746140E+004
9.9775470E-001	1.3321107E+006	5.6096311E-006	8.1781682E+006	1.2171915E+000	1.6792844E+004
9.9773850E-001	1.3349714E+006	5.7074572E-006	8.3538616E+006	1.2175851E+000	1.6839724E+004
9.9772230E-001	1.3378491E+006	5.8068759E-006	8.5332904E+006	1.2179803E+000	1.6886780E+004
9.9770590E-001	1.3407441E+006	5.9079143E-006	8.7165299E+006	1.2183788E+000	1.6934015E+004
9.9768950E-001	1.3436564E+006	6.0106033E-006	8.9036612E+006	1.2187816E+000	1.6981431E+004
9.9767310E-001	1.3465859E+006	6.1149739E-006	9.0947660E+006	1.2191894E+000	1.7029027E+004
9.9765660E-001	1.3495338E+006	6.2210176E-006	9.2899236E+006	1.2195983E+000	1.7076808E+004
9.9764000E-001	1.3524995E+006	6.3287725E-006	9.4892193E+006	1.2200096E+000	1.7124773E+004
9.9762330E-001	1.3554801E+006	6.4382822E-006	9.6927388E+006	1.2204213E+000	1.7172926E+004
9.9760660E-001	1.3584741E+006	6.5495925E-006	9.9005701E+006	1.2208345E+000	1.7221267E+004
9.9758990E-001	1.3614792E+006	6.6627526E-006	1.0112801E+007	1.2212491E+000	1.7269799E+004
9.9757300E-001	1.3644935E+006	6.7778199E-006	1.0329523E+007	1.2216666E+000	1.7318524E+004
9.9755610E-001	1.3675141E+006	6.8948527E-006	1.0550828E+007	1.2220869E+000	1.7367444E+004
9.9753920E-001	1.3705389E+006	7.0139126E-006	1.0776810E+007	1.2225113E+000	1.7416559E+004
9.9752220E-001	1.3735655E+006	7.1350763E-006	1.1007572E+007	1.2229420E+000	1.7465873E+004
9.9750510E-001	1.3765896E+006	7.2584148E-006	1.1243202E+007	1.2233782E+000	1.7515386E+004
9.9748790E-001	1.3796126E+006	7.3839628E-006	1.1483806E+007	1.2238212E+000	1.7565101E+004
9.9747070E-001	1.3826302E+006	7.5118042E-006	1.1729489E+007	1.2242701E+000	1.7615018E+004
9.9745340E-001	1.3856585E+006	7.6417962E-006	1.1980355E+007	1.2247238E+000	1.7665139E+004
9.9743610E-001	1.3887093E+006	7.7738361E-006	1.2236510E+007	1.2251817E+000	1.7715465E+004
9.9741870E-001	1.3917811E+006	7.9079650E-006	1.2498057E+007	1.2256433E+000	1.7765998E+004
9.9740120E-001	1.3948731E+006	8.0442280E-006	1.2765117E+007	1.2261087E+000	1.7816740E+004
9.9738370E-001	1.3979825E+006	8.1826676E-006	1.3037794E+007	1.2265754E+000	1.7867692E+004
9.9736610E-001	1.4011076E+006	8.3233399E-006	1.3316209E+007	1.2270436E+000	1.7918858E+004
9.9734840E-001	1.4042469E+006	8.4662924E-006	1.3600475E+007	1.2275132E+000	1.7970237E+004
9.9733070E-001	1.4073982E+006	8.6115824E-006	1.3890714E+007	1.2279830E+000	1.8021834E+004
9.9731290E-001	1.4105648E+006	8.7592101E-006	1.4187043E+007	1.2284547E+000	1.8073650E+004
9.9729500E-001	1.4137452E+006	8.9092273E-006	1.4489588E+007	1.2289276E+000	1.8125687E+004
9.9727710E-001	1.4169370E+006	9.0617090E-006	1.4798481E+007	1.2294024E+000	1.8177947E+004
9.9725910E-001	1.4201381E+006	9.2167275E-006	1.5113844E+007	1.2298807E+000	1.8230433E+004
9.9724110E-001	1.4233452E+006	9.3743681E-006	1.5435813E+007	1.2303622E+000	1.8283146E+004
9.9722290E-001	1.4265550E+006	9.5347202E-006	1.5764521E+007	1.2308474E+000	1.8336088E+004
9.9720470E-001	1.4297632E+006	9.6978871E-006	1.6100112E+007	1.2313358E+000	1.8389261E+004
9.9718650E-001	1.4329650E+006	9.8639754E-006	1.6442715E+007	1.2318267E+000	1.8442667E+004
9.9716810E-001	1.4361565E+006	1.0033090E-005	1.6792481E+007	1.2323196E+000	1.8496306E+004
9.9714970E-001	1.4393591E+006	1.0204990E-005	1.7149550E+007	1.2328157E+000	1.8550180E+004
9.9713130E-001	1.4425878E+006	1.0379531E-005	1.7514078E+007	1.2333176E+000	1.8604291E+004
9.9711270E-001	1.4458409E+006	1.0556761E-005	1.7886216E+007	1.2338240E+000	1.8658640E+004
9.9709410E-001	1.4491173E+006	1.0736731E-005	1.8266102E+007	1.2343357E+000	1.8713230E+004
9.9707540E-001	1.4524155E+006	1.0919507E-005	1.8653907E+007	1.2348521E+000	1.8768064E+004
9.9705670E-001	1.4557334E+006	1.1105150E-005	1.9049787E+007	1.2353728E+000	1.8823144E+004
9.9703790E-001	1.4590699E+006	1.1293729E-005	1.9453902E+007	1.2358986E+000	1.8878471E+004
9.9701900E-001	1.4624223E+006	1.1485315E-005	1.9866415E+007	1.2364285E+000	1.8934049E+004
9.9700010E-001	1.4657882E+006	1.1679991E-005	2.0287500E+007	1.2369622E+000	1.8989878E+004
9.9698100E-001	1.4691673E+006	1.1877810E-005	2.0717331E+007	1.2374996E+000	1.9045963E+004
9.9696190E-001	1.4725605E+006	1.2078794E-005	2.1156080E+007	1.2380400E+000	1.9102304E+004
9.9694280E-001	1.4759646E+006	1.2283040E-005	2.1603917E+007	1.2385833E+000	1.9158905E+004
9.9692350E-001	1.4793762E+006	1.2490650E-005	2.2061031E+007	1.2391288E+000	1.9215768E+004
9.9690420E-001	1.4827925E+006	1.2701736E-005	2.2527622E+007	1.2396770E+000	1.9272896E+004
9.9688490E-001	1.4862079E+006	1.2916414E-005	2.3003853E+007	1.2402251E+000	1.9330289E+004
9.9686540E-001	1.4896185E+006	1.3134824E-005	2.3489936E+007	1.2407736E+000	1.9387950E+004
9.9684590E-001	1.4930190E+006	1.3357105E-005	2.3986073E+007	1.2413203E+000	1.9445880E+004
9.9682630E-001	1.4964272E+006	1.3583032E-005	2.4492449E+007	1.2418687E+000	1.9504080E+004
9.9680660E-001	1.4998603E+006	1.3812374E-005	2.5009282E+007	1.2424209E+000	1.9562553E+004
9.9678690E-001	1.5033192E+006	1.4045149E-005	2.5536770E+007	1.2429762E+000	1.9621300E+004
9.9676710E-001	1.5068034E+006	1.4281427E-005	2.6075129E+007	1.2435359E+000	1.9680325E+004
9.9674720E-001	1.5103113E+006	1.4521283E-005	2.6624559E+007	1.2441007E+000	1.9739631E+004
9.9672730E-001	1.5138404E+006	1.4764820E-005	2.7185299E+007	1.2446700E+000	1.9799219E+004
9.9670720E-001	1.5173889E+006	1.5012122E-005	2.7757555E+007	1.2452446E+000	1.9859094E+004
9.9668710E-001	1.5209549E+006	1.5263298E-005	2.8341576E+007	1.2458251E+000	1.9919256E+004
9.9666700E-001	1.5245352E+006	1.5518457E-005	2.8937575E+007	1.2464112E+000	1.9979708E+004
9.9664670E-001	1.5281293E+006	1.5777680E-005	2.9545805E+007	1.2470031E+000	2.0040452E+004
9.9662640E-001	1.5317429E+006	1.6040937E-005	3.0166491E+007	1.2476039E+000	2.0101491E+004
9.9660600E-001	1.5353727E+006	1.6308331E-005	3.0799885E+007	1.2482111E+000	2.0162827E+004
9.9658550E-001	1.5390163E+006	1.6579979E-005	3.1446241E+007	1.2488253E+000	2.0224464E+004
9.9656500E-001	1.5426697E+006	1.6855992E-005	3.2105796E+007	1.2494440E+000	2.0286404E+004
9.9654440E-001	1.5463296E+006	1.7136512E-005	3.2778833E+007	1.2500664E+000	2.0348650E+004
9.9652370E-001	1.5499914E+006	1.7421680E-005	3.3465592E+007	1.2506912E+000	2.0411204E+004
9.9650290E-001	1.5536491E+006	1.7711668E-005	3.4166362E+007	1.2513149E+000	2.0474068E+004
9.9648200E-001	1.5573108E+006	1.8006412E-005	3.4881414E+007	1.2519405E+000	2.0537243E+004
9.9646110E-001	1.5609983E+006	1.8305532E-005	3.5611021E+007	1.2525723E+000	2.0600732E+004
9.9644010E-001	1.5647126E+006	1.8609072E-005	3.6355457E+007	1.2532111E+000	2.0664538E+004
9.9641900E-001	1.5684524E+006	1.8917119E-005	3.7115035E+007	1.2538565E+000	2.0728663E+004
9.9639790E-001	1.5722167E+006	1.9229756E-005	3.7890015E+007	1.2545090E+000	2.0793111E+004
9.9637660E-001	1.5760039E+006	1.9547081E-005	3.8680726E+007	1.2551680E+000	2.0857884E+004
9.9635530E-001	1.5798127E+006	1.9869186E-005	3.9487462E+007	1.2558335E+000	2.0922984E+004
9.9633390E-001	1.5836404E+006	2.0196180E-005	4.0310511E+007	1.2565045E+000	2.0988415E+004
9.9631250E-001	1.5874859E+006	2.0528183E-005	4.1150219E+007	1.2571819E+000	2.1054180E+004
9.9629090E-001	1.5913461E+006	2.0865319E-005	4.2006894E+007	1.2578642E+000	2.1120280E+004
9.9626930E-001	1.5952191E+006	2.1207716E-005	4.2880885E+007	1.2585511E+000	2.1186719E+004
9.9624760E-001	1.5991013E+006	2.1555521E-005	4.3772496E+007	1.2592419E+000	2.1253498E+004
9.9622580E-001	1.6029975E+006	2.1908728E-005	4.4682085E+007	1.2599387E+000	2.1320619E+004
9.9620390E-001	1.6069105E+006	2.2267352E-005	4.5609988E+007	1.2606426E+000	2.1388087E+004
9.9618200E-001	1.6108368E+006	2.2631548E-005	4.6556561E+007	1.2613525E+000	2.1455905E+004
9.9616000E-001	1.6147716E+006	2.3001471E-005	4.7522153E+007	1.2620649E+000	2.1524076E+004
9.9613790E-001	1.6187105E+006	2.3377304E-005	4.8507140E+007	1.2627783E+000	2.1592603E+004
9.9611570E-001	1.6226492E+006	2.3759236E-005	4.9511887E+007	1.2634913E+000	2.1661489E+004
9.9609340E-001	1.6266050E+006	2.4146889E-005	5.0536750E+007	1.2642066E+000	2.1730735E+004
9.9607110E-001	1.6305929E+006	2.4540035E-005	5.1582123E+007	1.2649317E+000	2.1800346E+004
9.9604860E-001	1.6346106E+006	2.4938777E-005	5.2648393E+007	1.2656647E+000	2.1870325E+004
9.9602610E-001	1.6386568E+006	2.5343202E-005	5.3735945E+007	1.2664050E+000	2.1940675E+004
9.9600350E-001	1.6427307E+006	2.5753424E-005	5.4845186E+007	1.2671535E+000	2.2011400E+004
9.9598090E-001	1.6468301E+006	2.6169558E-005	5.5976514E+007	1.2679090E+000	2.2082503E+004
9.9595810E-001	1.6509530E+006	2.6591733E-005	5.7130346E+007	1.2686715E+000	2.2153989E+004
9.9593530E-001	1.6550977E+006	2.7020093E-005	5.8307123E+007	1.2694409E+000	2.2225859E+004
9.9591240E-001	1.6592613E+006	2.7454770E-005	5.9507267E+007	1.2702154E+000	2.2298118E+004
9.9588940E-001	1.6634409E+006	2.7895947E-005	6.0731214E+007	1.2709951E+000	2.2370766E+004
9.9586630E-001	1.6676336E+006	2.8343784E-005	6.1979430E+007	1.2717787E+000	2.2443808E+004
9.9584310E-001	1.6718365E+006	2.8798448E-005	6.3252359E+007	1.2725650E+000	2.2517245E+004
9.9581980E-001	1.6760567E+006	2.9259907E-005	6.4550470E+007	1.2733593E+000	2.2591079E+004
9.9579650E-001	1.6802960E+006	2.9728230E-005	6.5874236E+007	1.2741631E+000	2.2665315E+004
9.9577310E-001	1.6845499E+006	3.0203570E-005	6.7224122E+007	1.2749728E+000	2.2739956E+004
9.9574960E-001	1.6888151E+006	3.0686139E-005	6.8600624E+007	1.2757877E+000	2.2815007E+004
9.9572600E-001	1.6930869E+006	3.1176120E-005	7.0004222E+007	1.2766043E+000	2.2890471E+004
9.9570230E-001	1.6973609E+006	3.1673728E-005	7.1435410E+007	1.2774209E+000	2.2966350E+004
9.9567850E-001	1.7016546E+006	3.2178548E-005	7.2894727E+007	1.2782422E+000	2.3042647E+004
9.9565470E-001	1.7059804E+006	3.2690290E-005	7.4382653E+007	1.2790725E+000	2.3119366E+004
9.9563070E-001	1.7103376E+006	3.3209052E-005	7.5899719E+007	1.2799116E+000	2.3196510E+004
9.9560670E-001	1.7147247E+006	3.3734961E-005	7.7446464E+007	1.2807590E+000	2.3274084E+004
9.9558260E-001	1.7191399E+006	3.4268147E-005	7.9023419E+007	1.2816139E+000	2.3352092E+004
9.9555840E-001	1.7235811E+006	3.4808754E-005	8.0631136E+007	1.2824757E+000	2.3430536E+004
9.9553410E-001	1.7280470E+006	3.5356925E-005	8.2270242E+007	1.2833432E+000	2.3509422E+004
9.9550980E-001	1.7325343E+006	3.5912826E-005	8.3941210E+007	1.2842159E+000	2.3588751E+004
9.9548530E-001	1.7370407E+006	3.6476628E-005	8.5644686E+007	1.2850921E+000	2.3668526E+004
9.9546080E-001	1.7415635E+006	3.7048524E-005	8.7381275E+007	1.2859709E+000	2.3748750E+004
9.9543610E-001	1.7461071E+006	3.7628552E-005	8.9151552E+007	1.2868572E+000	2.3829426E+004
9.9541140E-001	1.7506770E+006	3.8216753E-005	9.0956164E+007	1.2877563E+000	2.3910557E+004
9.9538660E-001	1.7552703E+006	3.8813253E-005	9.2795686E+007	1.2886657E+000	2.3992148E+004
9.9536170E-001	1.7598842E+006	3.9418219E-005	9.4670722E+007	1.2895836E+000	2.4074204E+004
9.9533670E-001	1.7645157E+006	4.0031867E-005	9.6581971E+007	1.2905084E+000	2.4156729E+004
9.9531160E-001	1.7691607E+006	4.0654375E-005	9.8530058E+007	1.2914367E+000	2.4239728E+004
9.9528640E-001	1.7738157E+006	4.1285978E-005	1.0051563E+008	1.2923673E+000	2.4323203E+004
9.9526110E-001	1.7784759E+006	4.1926908E-005	1.0253940E+008	1.2932963E+000	2.4407157E+004
9.9523580E-001	1.7831439E+006	4.2577158E-005	1.0460201E+008	1.2942239E+000	2.4491592E+004
9.9521030E-001	1.7878405E+006	4.3236076E-005	1.0670422E+008	1.2951564E+000	2.4576512E+004
9.9518480E-001	1.7925664E+006	4.3903689E-005	1.0884668E+008	1.2960935E+000	2.4661919E+004
9.9515920E-001	1.7973200E+006	4.4580144E-005	1.1103013E+008	1.2970343E+000	2.4747819E+004
9.9513340E-001	1.8020992E+006	4.5265598E-005	1.1325531E+008	1.2979772E+000	2.4834213E+004
9.9510760E-001	1.8069013E+006	4.5960213E-005	1.1552291E+008	1.2989211E+000	2.4921106E+004
9.9508170E-001	1.8117249E+006	4.6664173E-005	1.1783378E+008	1.2998651E+000	2.5008500E+004
9.9505570E-001	1.8165748E+006	4.7377547E-005	1.2018863E+008	1.3008156E+000	2.5096397E+004
9.9502960E-001	1.8214553E+006	4.8100354E-005	1.2258823E+008	1.3017769E+000	2.5184803E+004
9.9500340E-001	1.8263657E+006	4.8832759E-005	1.2503334E+008	1.3027494E+000	2.5273722E+004
9.9497710E-001	1.8313045E+006	4.9574904E-005	1.2752481E+008	1.3037320E+000	2.5363160E+004
9.9495070E-001	1.8362695E+006	5.0326956E-005	1.3006337E+008	1.3047235E+000	2.5453121E+004
9.9492420E-001	1.8412585E+006	5.1089106E-005	1.3264990E+008	1.3057225E+000	2.5543609E+004
9.9489770E-001	1.8462690E+006	5.1861531E-005	1.3528518E+008	1.3067275E+000	2.5634629E+004
9.9487100E-001	1.8512984E+006	5.2644460E-005	1.3797016E+008	1.3077369E+000	2.5726185E+004
9.9484420E-001	1.8563431E+006	5.3438123E-005	1.4070567E+008	1.3087481E+000	2.5818280E+004
9.9481740E-001	1.8613993E+006	5.4242760E-005	1.4349262E+008	1.3097588E+000	2.5910916E+004
9.9479040E-001	1.8664631E+006	5.5058625E-005	1.4633189E+008	1.3107661E+000	2.6004097E+004
9.9476330E-001	1.8715297E+006	5.5886045E-005	1.4922452E+008	1.3117667E+000	2.6097824E+004
