radius	csound	density	pressure	Gamma_1	temperature
8.3309770E-001	1.5741304E+007	6.5381804E-002	9.7262802E+012	1.6656799E+000	1.0931616E+006
8.3245010E-001	1.5778546E+007	6.5849070E-002	9.8423576E+012	1.6656528E+000	1.0983072E+006
8.3180090E-001	1.5815854E+007	6.6319323E-002	9.9597330E+012	1.6656268E+000	1.1034732E+006
8.3115000E-001	1.5853220E+007	6.6792615E-002	1.0078422E+013	1.6656008E+000	1.1086597E+006
8.3049750E-001	1.5890649E+007	6.7268947E-002	1.0198439E+013	1.6655750E+000	1.1138668E+006
8.2984340E-001	1.5928138E+007	6.7748340E-002	1.0319796E+013	1.6655498E+000	1.1190946E+006
8.2918760E-001	1.5965690E+007	6.8230802E-002	1.0442506E+013	1.6655248E+000	1.1243431E+006
8.2853020E-001	1.6003297E+007	6.8716384E-002	1.0566586E+013	1.6654994E+000	1.1296123E+006
8.2787120E-001	1.6040968E+007	6.9205067E-002	1.0692049E+013	1.6654749E+000	1.1349023E+006
8.2721060E-001	1.6078701E+007	6.9696861E-002	1.0818906E+013	1.6654507E+000	1.1402132E+006
8.2654830E-001	1.6116494E+007	7.0191817E-002	1.0947178E+013	1.6654265E+000	1.1455449E+006
8.2588450E-001	1.6154350E+007	7.0689925E-002	1.1076876E+013	1.6654024E+000	1.1508977E+006
8.2521900E-001	1.6192260E+007	7.1191209E-002	1.1208010E+013	1.6653779E+000	1.1562715E+006
8.2455190E-001	1.6230238E+007	7.1695657E-002	1.1340597E+013	1.6653545E+000	1.1616663E+006
8.2388320E-001	1.6268277E+007	7.2203320E-002	1.1474656E+013	1.6653312E+000	1.1670823E+006
8.2321290E-001	1.6306375E+007	7.2714205E-002	1.1610197E+013	1.6653078E+000	1.1725194E+006
8.2254100E-001	1.6344535E+007	7.3228314E-002	1.1747237E+013	1.6652845E+000	1.1779778E+006
8.2186740E-001	1.6382759E+007	7.3745668E-002	1.1885790E+013	1.6652619E+000	1.1834576E+006
8.2119230E-001	1.6421046E+007	7.4266287E-002	1.2025875E+013	1.6652393E+000	1.1889586E+006
8.2051560E-001	1.6459399E+007	7.4790176E-002	1.2167502E+013	1.6652178E+000	1.1944811E+006
8.1983730E-001	1.6497812E+007	7.5317342E-002	1.2310689E+013	1.6651959E+000	1.2000251E+006
8.1915750E-001	1.6536288E+007	7.5847844E-002	1.2455452E+013	1.6651746E+000	1.2055905E+006
8.1847600E-001	1.6574825E+007	7.6381668E-002	1.2601805E+013	1.6651535E+000	1.2111776E+006
8.1779290E-001	1.6613420E+007	7.6918887E-002	1.2749766E+013	1.6651328E+000	1.2167864E+006
8.1710830E-001	1.6652077E+007	7.7459481E-002	1.2899349E+013	1.6651125E+000	1.2224168E+006
8.1642210E-001	1.6690793E+007	7.8003486E-002	1.3050573E+013	1.6650926E+000	1.2280690E+006
8.1573430E-001	1.6729568E+007	7.8550927E-002	1.3203454E+013	1.6650727E+000	1.2337430E+006
8.1504500E-001	1.6768405E+007	7.9101795E-002	1.3358005E+013	1.6650538E+000	1.2394389E+006
8.1435410E-001	1.6807307E+007	7.9656106E-002	1.3514247E+013	1.6650355E+000	1.2451568E+006
8.1366160E-001	1.6846266E+007	8.0213888E-002	1.3672191E+013	1.6650174E+000	1.2508966E+006
8.1296760E-001	1.6885289E+007	8.0775187E-002	1.3831864E+013	1.6650000E+000	1.2566585E+006
8.1227200E-001	1.6924375E+007	8.1339976E-002	1.3993277E+013	1.6649834E+000	1.2624424E+006
8.1157480E-001	1.6963520E+007	8.1908296E-002	1.4156445E+013	1.6649671E+000	1.2682486E+006
8.1087610E-001	1.7002725E+007	8.2480149E-002	1.4321383E+013	1.6649513E+000	1.2740769E+006
8.1017590E-001	1.7041996E+007	8.3055584E-002	1.4488124E+013	1.6649363E+000	1.2799276E+006
8.0947410E-001	1.7081331E+007	8.3634577E-002	1.4656670E+013	1.6649224E+000	1.2858005E+006
8.0877080E-001	1.7120730E+007	8.4217162E-002	1.4827045E+013	1.6649091E+000	1.2916959E+006
8.0806590E-001	1.7160189E+007	8.4803354E-002	1.4999266E+013	1.6648962E+000	1.2976137E+006
8.0735950E-001	1.7199713E+007	8.5393174E-002	1.5173351E+013	1.6648842E+000	1.3035541E+006
8.0665160E-001	1.7239298E+007	8.5986638E-002	1.5349319E+013	1.6648728E+000	1.3095170E+006
8.0594220E-001	1.7278948E+007	8.6583752E-002	1.5527188E+013	1.6648617E+000	1.3155025E+006
8.0523120E-001	1.7318662E+007	8.7184549E-002	1.5706978E+013	1.6648517E+000	1.3215107E+006
8.0451870E-001	1.7358440E+007	8.7789041E-002	1.5888709E+013	1.6648421E+000	1.3275416E+006
8.0380470E-001	1.7398282E+007	8.8397238E-002	1.6072397E+013	1.6648333E+000	1.3335954E+006
8.0308920E-001	1.7438187E+007	8.9009159E-002	1.6258064E+013	1.6648247E+000	1.3396720E+006
8.0237220E-001	1.7478156E+007	8.9624807E-002	1.6445724E+013	1.6648169E+000	1.3457715E+006
8.0165360E-001	1.7518186E+007	9.0244214E-002	1.6635399E+013	1.6648090E+000	1.3518940E+006
8.0093360E-001	1.7558280E+007	9.0867448E-002	1.6827112E+013	1.6648023E+000	1.3580396E+006
8.0021210E-001	1.7598439E+007	9.1494512E-002	1.7020884E+013	1.6647968E+000	1.3642083E+006
7.9948910E-001	1.7638654E+007	9.2125410E-002	1.7216724E+013	1.6647913E+000	1.3704001E+006
7.9876460E-001	1.7678935E+007	9.2760204E-002	1.7414669E+013	1.6647871E+000	1.3766151E+006
7.9803860E-001	1.7719276E+007	9.3398885E-002	1.7614725E+013	1.6647836E+000	1.3828535E+006
7.9731110E-001	1.7759677E+007	9.4041479E-002	1.7816919E+013	1.6647805E+000	1.3891152E+006
7.9658210E-001	1.7800136E+007	9.4688004E-002	1.8021271E+013	1.6647775E+000	1.3954003E+006
7.9585170E-001	1.7840655E+007	9.5338470E-002	1.8227800E+013	1.6647749E+000	1.4017089E+006
7.9511980E-001	1.7881232E+007	9.5992908E-002	1.8436529E+013	1.6647724E+000	1.4080410E+006
7.9438650E-001	1.7921871E+007	9.6651310E-002	1.8647480E+013	1.6647701E+000	1.4143968E+006
7.9365170E-001	1.7962562E+007	9.7313736E-002	1.8860668E+013	1.6647677E+000	1.4207762E+006
7.9291540E-001	1.8003320E+007	9.7980184E-002	1.9076134E+013	1.6647656E+000	1.4271793E+006
7.9217770E-001	1.8044130E+007	9.8650674E-002	1.9293877E+013	1.6647632E+000	1.4336062E+006
7.9143850E-001	1.8085003E+007	9.9325198E-002	1.9513927E+013	1.6647611E+000	1.4400570E+006
7.9069790E-001	1.8125930E+007	1.0000380E-001	1.9736307E+013	1.6647584E+000	1.4465316E+006
7.8995580E-001	1.8166919E+007	1.0068650E-001	1.9961044E+013	1.6647559E+000	1.4530303E+006
7.8921230E-001	1.8207963E+007	1.0137328E-001	2.0188152E+013	1.6647524E+000	1.4595529E+006
7.8846740E-001	1.8249068E+007	1.0206419E-001	2.0417665E+013	1.6647488E+000	1.4660997E+006
7.8772100E-001	1.8290233E+007	1.0275920E-001	2.0649593E+013	1.6647449E+000	1.4726706E+006
7.8697330E-001	1.8331458E+007	1.0345835E-001	2.0883966E+013	1.6647407E+000	1.4792657E+006
7.8622400E-001	1.8372743E+007	1.0416168E-001	2.1120813E+013	1.6647358E+000	1.4858851E+006
7.8547340E-001	1.8414085E+007	1.0486918E-001	2.1360151E+013	1.6647301E+000	1.4925289E+006
7.8472140E-001	1.8455482E+007	1.0558088E-001	2.1602001E+013	1.6647234E+000	1.4991970E+006
7.8396790E-001	1.8496942E+007	1.0629682E-001	2.1846394E+013	1.6647170E+000	1.5058896E+006
7.8321310E-001	1.8538464E+007	1.0701701E-001	2.2093351E+013	1.6647104E+000	1.5126067E+006
7.8245680E-001	1.8580038E+007	1.0774154E-001	2.2342899E+013	1.6647034E+000	1.5193484E+006
7.8169920E-001	1.8621676E+007	1.0847037E-001	2.2595058E+013	1.6646969E+000	1.5261147E+006
7.8094010E-001	1.8663368E+007	1.0920356E-001	2.2849859E+013	1.6646898E+000	1.5329058E+006
7.8017970E-001	1.8705119E+007	1.0994111E-001	2.3107319E+013	1.6646829E+000	1.5397216E+006
7.7941780E-001	1.8746930E+007	1.1068309E-001	2.3367476E+013	1.6646764E+000	1.5465622E+006
7.7865460E-001	1.8788802E+007	1.1142943E-001	2.3630341E+013	1.6646698E+000	1.5534278E+006
7.7789000E-001	1.8830732E+007	1.1218024E-001	2.3895952E+013	1.6646633E+000	1.5603183E+006
7.7712400E-001	1.8872717E+007	1.1293547E-001	2.4164322E+013	1.6646564E+000	1.5672339E+006
7.7635670E-001	1.8914768E+007	1.1369518E-001	2.4435493E+013	1.6646502E+000	1.5741745E+006
7.7558800E-001	1.8956877E+007	1.1445939E-001	2.4709476E+013	1.6646442E+000	1.5811403E+006
7.7481790E-001	1.8999044E+007	1.1522812E-001	2.4986309E+013	1.6646382E+000	1.5881313E+006
7.7404650E-001	1.9041273E+007	1.1600138E-001	2.5266020E+013	1.6646321E+000	1.5951476E+006
7.7327380E-001	1.9083563E+007	1.1677921E-001	2.5548630E+013	1.6646266E+000	1.6021893E+006
7.7249960E-001	1.9125916E+007	1.1756160E-001	2.5834166E+013	1.6646216E+000	1.6092564E+006
7.7172420E-001	1.9168327E+007	1.1834859E-001	2.6122662E+013	1.6646161E+000	1.6163489E+006
7.7094740E-001	1.9210798E+007	1.1914023E-001	2.6414139E+013	1.6646111E+000	1.6234671E+006
7.7016920E-001	1.9253331E+007	1.1993649E-001	2.6708624E+013	1.6646065E+000	1.6306108E+006
7.6938970E-001	1.9295924E+007	1.2073744E-001	2.7006157E+013	1.6646018E+000	1.6377802E+006
7.6860890E-001	1.9338581E+007	1.2154304E-001	2.7306753E+013	1.6645975E+000	1.6449754E+006
7.6782680E-001	1.9381297E+007	1.2235336E-001	2.7610447E+013	1.6645932E+000	1.6521964E+006
7.6704340E-001	1.9424078E+007	1.2316839E-001	2.7917271E+013	1.6645894E+000	1.6594433E+006
7.6625860E-001	1.9466918E+007	1.2398818E-001	2.8227247E+013	1.6645856E+000	1.6667161E+006
7.6547250E-001	1.9509819E+007	1.2481277E-001	2.8540417E+013	1.6645820E+000	1.6740150E+006
7.6468510E-001	1.9552784E+007	1.2564211E-001	2.8856796E+013	1.6645787E+000	1.6813399E+006
7.6389650E-001	1.9595810E+007	1.2647628E-001	2.9176424E+013	1.6645753E+000	1.6886910E+006
7.6310650E-001	1.9638900E+007	1.2731529E-001	2.9499336E+013	1.6645722E+000	1.6960683E+006
7.6231520E-001	1.9682050E+007	1.2815914E-001	2.9825546E+013	1.6645691E+000	1.7034720E+006
7.6152260E-001	1.9725262E+007	1.2900787E-001	3.0155098E+013	1.6645660E+000	1.7109019E+006
7.6072880E-001	1.9768535E+007	1.2986149E-001	3.0488016E+013	1.6645628E+000	1.7183583E+006
7.5993370E-001	1.9811870E+007	1.3072002E-001	3.0824333E+013	1.6645597E+000	1.7258413E+006
7.5913730E-001	1.9855267E+007	1.3158350E-001	3.1164087E+013	1.6645563E+000	1.7333507E+006
7.5833960E-001	1.9898731E+007	1.3245192E-001	3.1507307E+013	1.6645534E+000	1.7408868E+006
7.5754060E-001	1.9942251E+007	1.3332534E-001	3.1854025E+013	1.6645496E+000	1.7484497E+006
7.5674040E-001	1.9985829E+007	1.3420377E-001	3.2204266E+013	1.6645455E+000	1.7560393E+006
7.5593900E-001	2.0029475E+007	1.3508728E-001	3.2558079E+013	1.6645422E+000	1.7636557E+006
7.5513620E-001	2.0073172E+007	1.3597591E-001	3.2915482E+013	1.6645381E+000	1.7712991E+006
7.5433230E-001	2.0116928E+007	1.3686968E-001	3.3276520E+013	1.6645341E+000	1.7789694E+006
7.5352710E-001	2.0160741E+007	1.3776860E-001	3.3641212E+013	1.6645298E+000	1.7866668E+006
7.5272060E-001	2.0204617E+007	1.3867270E-001	3.4009609E+013	1.6645259E+000	1.7943913E+006
7.5191290E-001	2.0248548E+007	1.3958200E-001	3.4381733E+013	1.6645216E+000	1.8021431E+006
7.5110400E-001	2.0292540E+007	1.4049655E-001	3.4757626E+013	1.6645175E+000	1.8099221E+006
7.5029380E-001	2.0336591E+007	1.4141638E-001	3.5137329E+013	1.6645133E+000	1.8177284E+006
7.4948240E-001	2.0380699E+007	1.4234149E-001	3.5520859E+013	1.6645092E+000	1.8255622E+006
7.4866980E-001	2.0424866E+007	1.4327189E-001	3.5908257E+013	1.6645050E+000	1.8334235E+006
7.4785600E-001	2.0469092E+007	1.4420768E-001	3.6299572E+013	1.6645010E+000	1.8413123E+006
7.4704090E-001	2.0513380E+007	1.4514878E-001	3.6694824E+013	1.6644971E+000	1.8492287E+006
7.4622470E-001	2.0557725E+007	1.4609534E-001	3.7094070E+013	1.6644930E+000	1.8571729E+006
7.4540730E-001	2.0602133E+007	1.4704724E-001	3.7497322E+013	1.6644893E+000	1.8651449E+006
7.4458860E-001	2.0646597E+007	1.4800465E-001	3.7904629E+013	1.6644857E+000	1.8731447E+006
7.4376880E-001	2.0691125E+007	1.4896750E-001	3.8316036E+013	1.6644822E+000	1.8811724E+006
7.4294780E-001	2.0735713E+007	1.4993585E-001	3.8731575E+013	1.6644788E+000	1.8892282E+006
7.4212560E-001	2.0780361E+007	1.5090970E-001	3.9151272E+013	1.6644757E+000	1.8973120E+006
7.4130220E-001	2.0825066E+007	1.5188912E-001	3.9575176E+013	1.6644723E+000	1.9054240E+006
7.4047760E-001	2.0869840E+007	1.5287415E-001	4.0003345E+013	1.6644700E+000	1.9135642E+006
7.3965190E-001	2.0914668E+007	1.5386472E-001	4.0435783E+013	1.6644669E+000	1.9217328E+006
7.3882500E-001	2.0959560E+007	1.5486093E-001	4.0872543E+013	1.6644645E+000	1.9299297E+006
7.3799690E-001	2.1004514E+007	1.5586281E-001	4.1313667E+013	1.6644626E+000	1.9381551E+006
7.3716770E-001	2.1049530E+007	1.5687036E-001	4.1759205E+013	1.6644604E+000	1.9464091E+006
7.3633730E-001	2.1094607E+007	1.5788365E-001	4.2209187E+013	1.6644588E+000	1.9546917E+006
7.3550580E-001	2.1139754E+007	1.5890261E-001	4.2663662E+013	1.6644577E+000	1.9630030E+006
7.3467320E-001	2.1184955E+007	1.5992732E-001	4.3122646E+013	1.6644561E+000	1.9713430E+006
7.3383940E-001	2.1230220E+007	1.6095788E-001	4.3586212E+013	1.6644552E+000	1.9797120E+006
7.3300440E-001	2.1275550E+007	1.6199417E-001	4.4054379E+013	1.6644545E+000	1.9881099E+006
7.3216840E-001	2.1320946E+007	1.6303628E-001	4.4527199E+013	1.6644542E+000	1.9965368E+006
7.3133120E-001	2.1366405E+007	1.6408433E-001	4.5004723E+013	1.6644545E+000	2.0049928E+006
7.3049290E-001	2.1411921E+007	1.6513829E-001	4.5486977E+013	1.6644547E+000	2.0134780E+006
7.2965350E-001	2.1457499E+007	1.6619822E-001	4.5974014E+013	1.6644554E+000	2.0219924E+006
7.2881290E-001	2.1503140E+007	1.6726414E-001	4.6465874E+013	1.6644567E+000	2.0305362E+006
7.2797130E-001	2.1548844E+007	1.6833610E-001	4.6962612E+013	1.6644585E+000	2.0391095E+006
7.2712860E-001	2.1594600E+007	1.6941415E-001	4.7464264E+013	1.6644596E+000	2.0477122E+006
7.2628470E-001	2.1640419E+007	1.7049827E-001	4.7970860E+013	1.6644616E+000	2.0563446E+006
7.2543980E-001	2.1686299E+007	1.7158850E-001	4.8482475E+013	1.6644635E+000	2.0650067E+006
7.2459380E-001	2.1732236E+007	1.7268493E-001	4.8999138E+013	1.6644655E+000	2.0736985E+006
7.2374670E-001	2.1778235E+007	1.7378750E-001	4.9520893E+013	1.6644678E+000	2.0824202E+006
7.2289850E-001	2.1824294E+007	1.7489628E-001	5.0047802E+013	1.6644700E+000	2.0911718E+006
7.2204920E-001	2.1870414E+007	1.7601129E-001	5.0579891E+013	1.6644726E+000	2.0999534E+006
7.2119890E-001	2.1916587E+007	1.7713261E-001	5.1117222E+013	1.6644745E+000	2.1087651E+006
7.2034750E-001	2.1962828E+007	1.7826016E-001	5.1659832E+013	1.6644771E+000	2.1176070E+006
7.1949510E-001	2.2009127E+007	1.7939408E-001	5.2207787E+013	1.6644795E+000	2.1264792E+006
7.1864160E-001	2.2055486E+007	1.8053428E-001	5.2761112E+013	1.6644816E+000	2.1353817E+006
7.1778700E-001	2.2101906E+007	1.8168085E-001	5.3319874E+013	1.6644835E+000	2.1443147E+006
7.1693140E-001	2.2148390E+007	1.8283385E-001	5.3884125E+013	1.6644858E+000	2.1532783E+006
7.1607480E-001	2.2194937E+007	1.8399318E-001	5.4453884E+013	1.6644881E+000	2.1622724E+006
7.1521710E-001	2.2241545E+007	1.8515899E-001	5.5029240E+013	1.6644900E+000	2.1712972E+006
7.1435840E-001	2.2288214E+007	1.8633127E-001	5.5610226E+013	1.6644917E+000	2.1803529E+006
7.1349860E-001	2.2334947E+007	1.8751000E-001	5.6196884E+013	1.6644933E+000	2.1894394E+006
7.1263790E-001	2.2381742E+007	1.8869531E-001	5.6789284E+013	1.6644950E+000	2.1985569E+006
7.1177610E-001	2.2428601E+007	1.8988720E-001	5.7387482E+013	1.6644965E+000	2.2077056E+006
7.1091380E-001	2.2473332E+007	1.9112171E-001	5.7991165E+013	1.6644974E+000	2.2168378E+006
7.1005360E-001	2.2515442E+007	1.9240250E-001	5.8598747E+013	1.6644982E+000	2.2258712E+006
7.0919570E-001	2.2556835E+007	1.9369723E-001	5.9210163E+013	1.6644988E+000	2.2347911E+006
7.0833510E-001	2.2597895E+007	1.9501134E-001	5.9829033E+013	1.6645002E+000	2.2436532E+006
7.0746860E-001	2.2638774E+007	1.9635003E-001	6.0457848E+013	1.6645012E+000	2.2524920E+006
7.0659630E-001	2.2679438E+007	1.9771375E-001	6.1096581E+013	1.6645029E+000	2.2613062E+006
7.0571870E-001	2.2719980E+007	1.9910087E-001	6.1745277E+013	1.6645057E+000	2.2700962E+006
7.0483580E-001	2.2760426E+007	2.0051046E-001	6.2403919E+013	1.6645081E+000	2.2788609E+006
7.0394810E-001	2.2800716E+007	2.0194339E-001	6.3072460E+013	1.6645117E+000	2.2875991E+006
7.0305570E-001	2.2840764E+007	2.0340121E-001	6.3750957E+013	1.6645164E+000	2.2963111E+006
7.0215860E-001	2.2880601E+007	2.0488354E-001	6.4439560E+013	1.6645212E+000	2.3049981E+006
7.0125690E-001	2.2920306E+007	2.0638911E-001	6.5138382E+013	1.6645262E+000	2.3136606E+006
7.0035090E-001	2.2959873E+007	2.0791810E-001	6.5847466E+013	1.6645322E+000	2.3222985E+006
6.9944060E-001	2.2999216E+007	2.0947188E-001	6.6566856E+013	1.6645381E+000	2.3309119E+006
6.9852630E-001	2.3038327E+007	2.1105072E-001	6.7296593E+013	1.6645453E+000	2.3395014E+006
6.9760820E-001	2.3077274E+007	2.1265326E-001	6.8036789E+013	1.6645515E+000	2.3480672E+006
6.9668620E-001	2.3116121E+007	2.1427857E-001	6.8787498E+013	1.6645589E+000	2.3566096E+006
6.9576070E-001	2.3154795E+007	2.1592780E-001	6.9548782E+013	1.6645656E+000	2.3651289E+006
6.9483160E-001	2.3193272E+007	2.1760179E-001	7.0320770E+013	1.6645732E+000	2.3736258E+006
6.9389910E-001	2.3231591E+007	2.1929979E-001	7.1103546E+013	1.6645808E+000	2.3821008E+006
6.9296330E-001	2.3269801E+007	2.2102096E-001	7.1897202E+013	1.6645882E+000	2.3905543E+006
6.9202430E-001	2.3307888E+007	2.2276570E-001	7.2701820E+013	1.6645961E+000	2.3989868E+006
6.9108230E-001	2.3345821E+007	2.2453457E-001	7.3517509E+013	1.6646032E+000	2.4073989E+006
6.9013720E-001	2.3383626E+007	2.2632729E-001	7.4344345E+013	1.6646107E+000	2.4157911E+006
6.8918930E-001	2.3421317E+007	2.2814372E-001	7.5182465E+013	1.6646179E+000	2.4241640E+006
6.8823870E-001	2.3458880E+007	2.2998417E-001	7.6031937E+013	1.6646252E+000	2.4325180E+006
6.8728530E-001	2.3496310E+007	2.3184885E-001	7.6892868E+013	1.6646318E+000	2.4408538E+006
6.8632940E-001	2.3533636E+007	2.3373737E-001	7.7765388E+013	1.6646383E+000	2.4491720E+006
6.8537090E-001	2.3570861E+007	2.3564975E-001	7.8649597E+013	1.6646440E+000	2.4574732E+006
6.8441000E-001	2.3607993E+007	2.3758616E-001	7.9545624E+013	1.6646502E+000	2.4657581E+006
6.8344670E-001	2.3645024E+007	2.3954675E-001	8.0453583E+013	1.6646557E+000	2.4740274E+006
6.8248120E-001	2.3681950E+007	2.4153170E-001	8.1373581E+013	1.6646603E+000	2.4822816E+006
6.8151350E-001	2.3718795E+007	2.4354078E-001	8.2305733E+013	1.6646650E+000	2.4905214E+006
6.8054370E-001	2.3755557E+007	2.4557411E-001	8.3250153E+013	1.6646693E+000	2.4987473E+006
6.7957180E-001	2.3792233E+007	2.4763179E-001	8.4206940E+013	1.6646730E+000	2.5069595E+006
6.7859800E-001	2.3828833E+007	2.4971392E-001	8.5176254E+013	1.6646762E+000	2.5151585E+006
6.7762230E-001	2.3865360E+007	2.5182061E-001	8.6158211E+013	1.6646793E+000	2.5233443E+006
6.7664470E-001	2.3901810E+007	2.5395212E-001	8.7152954E+013	1.6646821E+000	2.5315171E+006
6.7566540E-001	2.3938191E+007	2.5610863E-001	8.8160667E+013	1.6646847E+000	2.5396768E+006
6.7468420E-001	2.3974503E+007	2.5829031E-001	8.9181488E+013	1.6646872E+000	2.5478236E+006
6.7370130E-001	2.4010753E+007	2.6049741E-001	9.0215607E+013	1.6646898E+000	2.5559573E+006
6.7271670E-001	2.4046933E+007	2.6273013E-001	9.1263138E+013	1.6646919E+000	2.5640779E+006
6.7173050E-001	2.4083048E+007	2.6498886E-001	9.2324326E+013	1.6646938E+000	2.5721853E+006
6.7074250E-001	2.4119109E+007	2.6727374E-001	9.3399315E+013	1.6646967E+000	2.5802793E+006
6.6975290E-001	2.4155111E+007	2.6958508E-001	9.4488319E+013	1.6646993E+000	2.5883600E+006
6.6876180E-001	2.4191044E+007	2.7192323E-001	9.5591476E+013	1.6647015E+000	2.5964273E+006
6.6776900E-001	2.4226928E+007	2.7428844E-001	9.6709045E+013	1.6647043E+000	2.6044811E+006
6.6677460E-001	2.4262752E+007	2.7668108E-001	9.7841187E+013	1.6647072E+000	2.6125214E+006
6.6577870E-001	2.4298523E+007	2.7910137E-001	9.8988113E+013	1.6647103E+000	2.6205484E+006
6.6478130E-001	2.4334235E+007	2.8154959E-001	1.0014997E+014	1.6647134E+000	2.6285622E+006
6.6378240E-001	2.4369895E+007	2.8402611E-001	1.0132701E+014	1.6647167E+000	2.6365629E+006
6.6278210E-001	2.4405506E+007	2.8653113E-001	1.0251939E+014	1.6647208E+000	2.6445509E+006
6.6178030E-001	2.4441063E+007	2.8906502E-001	1.0372733E+014	1.6647251E+000	2.6525265E+006
6.6077710E-001	2.4476576E+007	2.9162789E-001	1.0495103E+014	1.6647295E+000	2.6604899E+006
6.5977260E-001	2.4512035E+007	2.9422017E-001	1.0619068E+014	1.6647336E+000	2.6684417E+006
6.5876680E-001	2.4547448E+007	2.9684204E-001	1.0744644E+014	1.6647387E+000	2.6763823E+006
6.5775970E-001	2.4582819E+007	2.9949368E-001	1.0871854E+014	1.6647439E+000	2.6843122E+006
6.5675130E-001	2.4618141E+007	3.0217554E-001	1.1000716E+014	1.6647494E+000	2.6922319E+006
6.5574180E-001	2.4653424E+007	3.0488772E-001	1.1131250E+014	1.6647556E+000	2.7001418E+006
6.5473110E-001	2.4688658E+007	3.0763053E-001	1.1263477E+014	1.6647611E+000	2.7080426E+006
6.5371920E-001	2.4723854E+007	3.1040429E-001	1.1397417E+014	1.6647675E+000	2.7159347E+006
6.5270630E-001	2.4759006E+007	3.1320922E-001	1.1533090E+014	1.6647739E+000	2.7238188E+006
6.5169240E-001	2.4794122E+007	3.1604557E-001	1.1670517E+014	1.6647809E+000	2.7316953E+006
6.5067740E-001	2.4829200E+007	3.1891355E-001	1.1809715E+014	1.6647882E+000	2.7395648E+006
6.4966150E-001	2.4864241E+007	3.2181351E-001	1.1950711E+014	1.6647956E+000	2.7474278E+006
6.4864460E-001	2.4899245E+007	3.2474573E-001	1.2093525E+014	1.6648033E+000	2.7552848E+006
6.4762680E-001	2.4934217E+007	3.2771057E-001	1.2238178E+014	1.6648118E+000	2.7631365E+006
6.4660820E-001	2.4969153E+007	3.3070817E-001	1.2384692E+014	1.6648202E+000	2.7709832E+006
6.4558870E-001	2.5004057E+007	3.3373901E-001	1.2533092E+014	1.6648293E+000	2.7788256E+006
6.4456840E-001	2.5038930E+007	3.3680325E-001	1.2683400E+014	1.6648386E+000	2.7866642E+006
6.4354730E-001	2.5073768E+007	3.3990134E-001	1.2835637E+014	1.6648483E+000	2.7944994E+006
6.4252550E-001	2.5108570E+007	3.4303343E-001	1.2989822E+014	1.6648580E+000	2.8023318E+006
6.4150290E-001	2.5143344E+007	3.4620008E-001	1.3145992E+014	1.6648684E+000	2.8101618E+006
6.4047970E-001	2.5178084E+007	3.4940146E-001	1.3304160E+014	1.6648788E+000	2.8179895E+006
6.3945570E-001	2.5212794E+007	3.5263816E-001	1.3464362E+014	1.6648898E+000	2.8258155E+006
6.3843110E-001	2.5247470E+007	3.5591042E-001	1.3626617E+014	1.6649008E+000	2.8336398E+006
6.3740590E-001	2.5282111E+007	3.5921866E-001	1.3790953E+014	1.6649120E+000	2.8414629E+006
6.3638010E-001	2.5316727E+007	3.6256321E-001	1.3957401E+014	1.6649237E+000	2.8492850E+006
6.3535360E-001	2.5351309E+007	3.6594447E-001	1.4125983E+014	1.6649351E+000	2.8571065E+006
6.3432660E-001	2.5385854E+007	3.6936289E-001	1.4296724E+014	1.6649464E+000	2.8649278E+006
6.3329900E-001	2.5420369E+007	3.7281893E-001	1.4469659E+014	1.6649582E+000	2.8727492E+006
6.3227090E-001	2.5454854E+007	3.7631282E-001	1.4644812E+014	1.6649702E+000	2.8805709E+006
6.3124220E-001	2.5489307E+007	3.7984507E-001	1.4822212E+014	1.6649820E+000	2.8883935E+006
6.3021310E-001	2.5523734E+007	3.8341596E-001	1.5001886E+014	1.6649942E+000	2.8962172E+006
6.2918350E-001	2.5558123E+007	3.8702603E-001	1.5183864E+014	1.6650059E+000	2.9040424E+006
6.2815340E-001	2.5592487E+007	3.9067558E-001	1.5368175E+014	1.6650181E+000	2.9118695E+006
6.2712290E-001	2.5626820E+007	3.9436512E-001	1.5554852E+014	1.6650299E+000	2.9196988E+006
6.2609200E-001	2.5661123E+007	3.9809503E-001	1.5743922E+014	1.6650418E+000	2.9275307E+006
6.2506070E-001	2.5695396E+007	4.0186576E-001	1.5935419E+014	1.6650534E+000	2.9353656E+006
6.2402900E-001	2.5729648E+007	4.0567753E-001	1.6129367E+014	1.6650655E+000	2.9432037E+006
6.2299690E-001	2.5763868E+007	4.0953100E-001	1.6325807E+014	1.6650767E+000	2.9510456E+006
6.2196450E-001	2.5798067E+007	4.1342656E-001	1.6524767E+014	1.6650887E+000	2.9588914E+006
6.2093170E-001	2.5832235E+007	4.1736465E-001	1.6726277E+014	1.6651001E+000	2.9667417E+006
6.1989870E-001	2.5866383E+007	4.2134553E-001	1.6930371E+014	1.6651115E+000	2.9745968E+006
6.1886530E-001	2.5900509E+007	4.2536981E-001	1.7137082E+014	1.6651232E+000	2.9824571E+006
6.1783170E-001	2.5934613E+007	4.2943786E-001	1.7346449E+014	1.6651343E+000	2.9903230E+006
6.1679780E-001	2.5968693E+007	4.3355013E-001	1.7558492E+014	1.6651459E+000	2.9981948E+006
6.1576370E-001	2.6002758E+007	4.3770696E-001	1.7773262E+014	1.6651568E+000	3.0060729E+006
